ProjectName,FilePath,ExceptionType,InvokedMethods,ThrowException,IsCustomerExceptionThrown
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-ui-web\src\main\java\org\nuxeo\ecm\platform\ui\web\util\files\FileUtils.java,IOException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-ui-web\src\main\java\org\nuxeo\ecm\platform\ui\web\util\files\FileUtils.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-ui-web\src\main\java\org\nuxeo\ecm\platform\ui\web\util\files\FileUtils.java,MimetypeDetectionException,error|format,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-ui-web\src\main\java\org\nuxeo\ecm\platform\ui\web\validator\SortInfoListValidator.java,ClassCastException,getMessage,ValidatorException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-ui-web\src\test\java\org\nuxeo\ecm\platform\ui\web\util\TestDocumentLocator.java,URISyntaxException,fail|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-ui-web\src\test\java\org\nuxeo\ecm\platform\ui\web\util\TestDocumentLocator.java,MalformedURLException,fail|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\action\MainTabsActions.java,Exception,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\action\MainTabsActions.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\action\WebActionsBean.java,IndexOutOfBoundsException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\action\WebActionsBean.java,IndexOutOfBoundsException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\action\WebActionsBean.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\bulkedit\BulkEditServiceImpl.java,PropertyNotFoundException,warn|format,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\bulkedit\BulkEditServiceImpl.java,IllegalArgumentException,warn|format,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\ClipboardActionsBean.java,ClientException,info|getMessage|add|get|getMessages,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\ClipboardActionsBean.java,ClientException,info|getMessage|add|get|getMessages,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\ClipboardActionsBean.java,ClientException,info|getMessage|add|get|getMessages,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\ClipboardActionsBean.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\ClipboardActionsBean.java,IOException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\ClipboardActionsBean.java,IOException,wrap,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\DocumentListZipExporter.java,ZipException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\DocumentListZipExporter.java,ZipException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\SummaryEntry.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\SummaryEntry.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\SummaryEntry.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\SummaryEntry.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\clipboard\SummaryEntry.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\contentbrowser\DocumentContentViewActions.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\contentbrowser\DocumentListingActionsBean.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\contentbrowser\DocumentSuggestionActions.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\contentbrowser\DocumentSuggestionActions.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\delegate\DocumentManagerBusinessDelegate.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\delegate\DocumentManagerBusinessDelegate.java,LoginException,error|warn,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\delegate\DocumentManagerBusinessDelegate.java,LoginException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\delegate\TypeManagerBusinessDelegate.java,Exception,getMessage,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\DirectoryTreeManagerBean.java,DirectoryException,,RuntimeException,false
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\DirectoryTreeNode.java,ClientException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\DirectoryTreeNode.java,ClientException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\DirectoryTreeNode.java,ClientException,,ClientRuntimeException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\DirectoryTreeNode.java,ClientException,,DirectoryException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\VocabularyTreeActions.java,DirectoryException,,RuntimeException,false
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\VocabularyTreeActions.java,DirectoryException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\VocabularyTreeActions.java,DirectoryException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\VocabularyTreeNode.java,ClientException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\VocabularyTreeNode.java,Exception,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\VocabularyTreeNode.java,Exception,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\directory\VocabularyTreeNode.java,Exception,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\dnd\DndFormActionBean.java,IOException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,NoSuchAlgorithmException,toString,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,ClientException,error|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,Exception,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,ClientException,warn|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,DirectoryException,releasePersistenceService,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,ClientException,releasePersistenceService,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,ClientException,releasePersistenceService,ClientRuntimeException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,Exception,warn|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,Exception,releasePersistenceService|error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,Exception,error|getMessage|releasePersistenceService,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,Exception,releasePersistenceService|error|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\documentsLists\DocumentsListsPersistenceManager.java,Exception,error|getMessage|releasePersistenceService,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\localconfiguration\search\SearchLocalConfigurationAdapter.java,ClientException,debug|getPathAsString,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\locale\LocaleStartup.java,ClientException,warn,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\locale\LocaleStartup.java,ClientException,warn,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\NuxeoSeamFlusher.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\NuxeoSeamFlusher.java,IOException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\NuxeoSeamHotReloader.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\NuxeoSeamHotReloader.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\NuxeoSeamHotReloader.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\NuxeoSeamHotReloader.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\NuxeoSeamWebGate.java,MalformedObjectNameException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\SeamHotReloadHelper.java,Exception,warn,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\SeamHotReloadHelper.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\SeamHotReloadHelper.java,InterruptedException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\messages\HotReloadMessages.java,MissingResourceException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\seam\messages\HotReloadResourceLoader.java,MissingResourceException,debug,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\GroupManagementActions.java,GroupAlreadyExistsException,get|getMessages|addToControl,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\GroupManagementActions.java,Throwable,wrap,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\GroupManagementActions.java,Throwable,wrap,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\PrincipalListManager.java,SizeLimitExceededException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\PrincipalListManager.java,ClientException,error|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\PrincipalListManager.java,SizeLimitExceededException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\PrincipalListManager.java,ClientException,error|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\PrincipalListManager.java,ClientException,info|getId|debug,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\PrincipalListManager.java,ClientException,warn|getId|debug|put|getId,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserDisplayConverter.java,Exception,,RuntimeException,false
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserManagementActions.java,UserAlreadyExistsException,add|get|getMessages,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserManagementActions.java,Exception,wrap,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserManagementActions.java,Exception,wrap,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserManagementActions.java,ClientException,throwValidationException|getMessage,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserManagementActions.java,UserAlreadyExistsException,add|get|getMessages,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserSuggestionActionsBean.java,SizeLimitExceededException,addSearchOverflowMessage|emptyList,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserSuggestionActionsBean.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserSuggestionActionsBean.java,SizeLimitExceededException,addSearchOverflowMessage|emptyList,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\security\UserSuggestionActionsBean.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\tree\DocumentTreeNodeImpl.java,Exception,,ClientException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\tree\DocumentTreeNodeImpl.java,ClientException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\tree\TreeActionsBean.java,Exception,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\tree\TreeActionsBean.java,ClientException,,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\tree\TreeManagerImpl.java,Throwable,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\tree\TreeManagerImpl.java,Throwable,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-platform-webapp-base\src\main\java\org\nuxeo\ecm\webapp\tree\TreeManagerImpl.java,Throwable,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\main\java\org\nuxeo\theme\jsf\facelets\CompositionHandler.java,NegotiationException,error|redirect,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\main\java\org\nuxeo\theme\jsf\facelets\vendor\DefaultFaceletCache.java,ExecutionException,getErrorFacelet,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\main\java\org\nuxeo\theme\jsf\facelets\vendor\DefaultFaceletCache.java,ExecutionException,_unwrapIOException,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\main\java\org\nuxeo\theme\jsf\facelets\vendor\DefaultFaceletCache.java,ExecutionException,_unwrapIOException,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\main\java\org\nuxeo\theme\jsf\facelets\vendor\DefaultFaceletCache.java,Exception,,ExecutionException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\main\java\org\nuxeo\theme\jsf\facelets\vendor\Util.java,Exception,,FacesException,true
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\main\java\org\nuxeo\theme\jsf\facelets\vendor\Util.java,Exception,isLoggable|log,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\test\java\org\nuxeo\theme\test\jsf\filters\rendering\TestElementRenderer.java,IOException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\test\java\org\nuxeo\theme\test\jsf\filters\rendering\TestElementRenderer.java,IOException,error,,
nuxeo-jsf,D:\Study\Graduate Seminar\Projects\nuxeo-jsf\nuxeo-theme-jsf\src\test\java\org\nuxeo\theme\test\jsf\filters\rendering\TestElementRenderer.java,IOException,error,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\ABC_PKMN\Pokemon_Database_Console\src\pokemon_database_console\DBConnect.java,SQLException,println|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\ABC_PKMN\Proyect_PKMN\src\proyect_pkmn\Proyect_PKMN.java,Exception,println,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\ABC_PKMN\Version 0.1\Proyect_PKMN\src\proyect_pkmn\Proyect_PKMN.java,Exception,println,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\ABC_PKMN\Version 0.11\Proyect_PKMN\src\proyect_pkmn\Proyect_PKMN.java,Exception,println,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\ABC_PKMN\Version 0.12\Proyect_PKMN\src\proyect_pkmn\Proyect_PKMN.java,Exception,println,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\ABC_PKMN\Version 0.2\Proyect_PKMN\src\proyect_pkmn\Proyect_PKMN.java,Exception,println,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\ClientesAnalisis.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\ClientesAnalisis.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\ClientesAnalisis.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\Conexion.java,SQLException,println|log|getLogger|getName,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\Conexion.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\Conexion.java,SQLException,printStackTrace,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,SQLException,println|getErrorCode|getMessage,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,ClassNotFoundException,log|getLogger|getName,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,InstantiationException,log|getLogger|getName,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,IllegalAccessException,log|getLogger|getName,,
OOP-100-days-of-code,D:\Study\Graduate Seminar\Projects\OOP-100-days-of-code\OOP\Proyects\Documentos_contables_Contadocs\contadoc\src\main\java\midocumento\documentManager.java,javax.swing.UnsupportedLookAndFeelException,log|getLogger|getName,,
